success,tokenNum,teamSize,USA,UK,othercountry,overallrating,offered_ownership,duration,priceETH,isERC,softcap,hardcap,whitepaper,video,socialMedia
0,15.42494847,2.079441542,1,0,0,3,0.33,32,0.005,1,0,1,1,1,3
1,NA,3.135494216,1,0,0,3.4,0.25,65,0.00028,1,1,1,1,1,3
0,16.30041721,2.564949357,0,0,1,2.3,0.3,45,0.00091,1,1,1,1,1,0
0,17.72753356,2.079441542,0,0,1,4.3,0.5,18,NA,1,0,1,1,0,0
1,17.31201812,3.496507561,0,0,1,3.6,0.33,31,0.001,1,0,1,1,1,0
0,20.43558376,1.386294361,0,0,1,2.5,0.75,31,NA,NA,1,1,1,0,0
1,17.56736481,2.079441542,0,1,0,4.5,0.33,49,0.0014,1,NA,NA,NA,NA,NA
1,18.42068074,2.079441542,0,0,1,2.5,NA,30,0.002,NA,0,1,1,1,0
1,13.99783211,2.833213344,0,0,1,3.9,NA,20,0.00035,1,0,1,1,1,3
0,17.21670794,#NAME?,0,0,1,1.6,NA,75,0.00126,NA,1,1,1,0,0
0,17.98989783,2.397895273,0,1,0,3.2,0.65,32,NA,1,0,0,1,1,0
1,19.11382792,2.833213344,0,1,0,4.4,NA,0,0.00028,1,0,0,1,1,2
1,NA,1.609437912,0,0,1,3,0.6,90,0.0014,1,0,0,1,1,0
1,22.28141045,3.135494216,0,0,1,3.7,0.95,61,3.00E-05,NA,1,1,1,1,1
0,3.218875825,2.397895273,0,0,1,2,0.25,30,1.00E-05,1,0,0,1,0,0
1,16.81124283,2.302585093,0,0,1,3.4,0.4,19,NA,1,0,1,1,1,0
1,NA,2.995732274,0,1,0,4,0.7,15,0.001,1,1,1,1,1,0
1,16.860033,1.386294361,0,0,1,1.8,0.7,18,0.005,1,1,1,1,0,0
1,17.80004025,2.890371758,0,0,1,4.2,0.56,60,0.0083,1,1,1,1,1,0
0,2.302585093,0.693147181,1,0,0,2.3,NA,-20,0.0003125,1,NA,NA,NA,NA,NA
1,NA,3.891820298,0,0,1,3.6,0.4,14,0.0013,NA,1,1,1,1,3
1,17.84086225,1.945910149,0,0,1,2.6,0.5,28,1.00E-05,1,1,1,1,1,0
1,19.11382792,3.17805383,0,0,1,2.9,NA,29,0.0017,1,0,1,1,1,3
1,NA,2.708050201,0,0,1,4,0.98,56,0.00014,1,1,1,1,1,3
0,#NAME?,1.386294361,0,0,1,2,0.69,31,0.003,NA,0,0,1,0,0
1,NA,#NAME?,1,0,0,3,NA,0,NA,NA,0,0,1,1,0
0,18.77133762,2.708050201,0,0,1,3.5,0.75,29,0.00014,1,1,1,1,1,2
0,#NAME?,0.693147181,0,0,1,2,NA,25,0.0084,1,1,1,1,0,0
1,15.8949521,#NAME?,0,0,1,1.9,0.61,19,0.0013,1,0,0,1,0,0
1,NA,2.397895273,1,0,0,3.9,0.5,31,0.0014,NA,0,1,1,1,3
1,16.30041721,2.772588722,0,0,1,3,0.73,51,0.00056,1,1,1,1,1,0
0,17.72710467,2.48490665,0,0,1,3.2,0.5,71,0.00063,1,1,1,1,1,0
0,21.05973807,1.386294361,0,0,1,2.3,0.7,68,1.00E-04,1,1,1,1,0,0
0,18.19753719,2.079441542,0,0,1,2.4,0.9,58,1.00E-04,1,1,1,1,1,0
0,16.01273514,1.386294361,1,0,0,2.4,NA,61,0.0014,1,0,0,1,0,0
1,13.48700649,1.386294361,0,0,1,2.3,0.4,73,0.2,1,1,1,1,0,3
0,3.891820298,1.945910149,0,1,0,2.7,0.49,117,0.01,1,1,1,1,0,0
1,21.86799572,2.197224577,0,0,1,2.4,NA,29,NA,NA,0,0,1,0,1
0,15.8142842,#NAME?,1,0,0,1.6,0.82,22,0.0014,1,0,0,1,0,0
0,#NAME?,1.945910149,1,0,0,1.8,0.5,31,NA,1,0,1,0,1,0
0,#NAME?,2.833213344,0,0,1,2.7,NA,43,0.000125,NA,1,1,1,1,0
1,16.45456789,3.044522438,0,0,1,4.4,NA,41,0.0014,1,1,1,1,1,2
1,21.86799572,2.197224577,0,0,1,3.1,0.5,28,NA,1,1,1,1,1,2
1,22.56381547,2.63905733,0,1,0,4,NA,36,1.40E-05,NA,0,1,1,1,3
1,18.0051653,2.397895273,0,0,1,3.5,0.66,25,6.00E-04,1,0,1,1,1,0
1,19.80697511,2.48490665,0,1,0,3.6,0.4,21,9.00E-05,1,1,1,1,1,3
1,NA,1.609437912,0,0,1,3.1,NA,0,NA,NA,0,0,1,1,0
1,19.67344371,2.833213344,0,0,1,3.4,0.35,28,0.0012,1,0,0,1,1,3
1,NA,0,0,0,1,3.4,NA,23,2.00E-04,1,1,0,1,1,0
1,18.76224205,2.197224577,0,0,1,3.9,0.61,29,1.00E-04,1,1,1,1,1,3
0,#NAME?,#NAME?,1,0,0,1.4,NA,59,0.014,NA,0,0,1,0,0
1,16.01273514,#NAME?,0,0,1,1.8,0.8,20,0.001,1,0,1,1,1,3
1,22.42801393,1.791759469,0,0,1,2.8,0.55,30,1.40E-05,1,1,1,1,0,0
1,NA,3.135494216,0,0,1,2.8,0.8,30,1.00E-04,1,1,1,1,1,0
0,20.08838756,3.465735903,0,0,1,4.8,0.53,14,0.00042,1,0,1,1,1,0
0,20.97012591,2.302585093,0,0,1,2.6,NA,30,0.000175,1,0,1,1,1,0
0,#NAME?,2.397895273,0,0,1,2.5,0.5,30,1.00E-05,1,1,1,1,0,0
1,16.11809565,2.197224577,0,0,1,2.1,0.8,77,0.00565,1,1,1,1,1,0
0,#NAME?,2.772588722,0,0,1,2.3,NA,15,0.00028,1,0,0,1,1,0
1,17.78469199,2.302585093,0,0,1,2.1,NA,7,0.001,1,0,0,1,0,0
0,19.57756194,2.302585093,0,0,1,2.7,0.53,67,5.00E-05,1,1,1,1,0,0
0,#NAME?,#NAME?,0,0,1,1.5,NA,19,1.40E-05,NA,0,0,1,0,0
0,#NAME?,2.63905733,0,0,1,3.4,NA,31,9.00E-04,1,0,0,1,0,0
1,19.33697148,2.48490665,0,0,1,3.4,0.5,79,0.00014,1,1,1,1,1,3
1,6.646390515,3.091042453,0,0,1,4.5,0.85,45,0.00014,1,0,0,1,1,0
0,18.19753719,2.708050201,0,0,1,3.3,0.8,30,0.001,NA,1,1,1,1,0
1,21.2491771,3.36729583,0,0,1,3.5,0.65,77,4.00E-04,1,1,1,1,1,0
1,19.43228166,3.63758616,0,0,1,3.6,0.55,28,0.0013,1,0,0,1,1,3
0,18.42068074,#NAME?,0,0,1,2,0.5,30,0.001,1,0,1,1,1,0
1,17.64415195,2.564949357,0,0,1,3.8,NA,3,0.00035,1,0,1,1,1,2
0,17.56501463,1.098612289,0,0,1,2,0.85,57,0.001,1,0,0,1,0,0
0,12.25486281,#NAME?,0,0,1,1,NA,31,0.0014,NA,0,0,1,0,0
1,20.97012591,3.583518938,0,0,1,4.5,0.64,49,3.50E-05,1,1,1,1,1,2
0,17.21670794,1.945910149,0,0,1,2.4,NA,44,0.0034,1,0,0,1,1,0
1,15.0964444,1.945910149,0,0,1,2,NA,85,0.01463,1,0,0,1,1,0
0,16.11809565,1.945910149,0,0,1,3,0.7,36,0.067,1,1,0,1,1,0
1,NA,2.48490665,1,0,0,2.4,0.2,10,NA,1,0,1,1,1,0
0,18.0051653,2.63905733,0,0,1,2.7,NA,90,0.0014,1,0,1,1,1,0
0,#NAME?,2.48490665,1,0,0,2.6,0.75,124,1.40E-05,NA,0,1,1,1,0
0,#NAME?,2.48490665,1,0,0,3.1,0.61,39,4.00E-05,1,1,1,1,1,3
0,16.11809565,2.63905733,0,0,1,2.6,0.6,13,0.01,NA,1,1,1,1,0
0,3.555348061,2.302585093,0,0,1,2.2,0.7,27,0.00042,1,1,1,1,0,0
1,20.72326584,2.079441542,0,1,0,2,0.75,149,2.80E-05,1,0,0,1,0,0
1,18.42068074,2.890371758,0,0,1,3.9,NA,49,0.00028,1,0,0,1,1,2
0,17.72753356,#NAME?,0,0,1,1.3,0.5,63,1.00E-04,1,0,0,1,0,0
0,18.42068074,#NAME?,0,0,1,1.6,NA,34,0.01,1,0,0,1,0,0
0,4.094344562,2.48490665,0,1,0,2.3,0.6,29,0.00036,1,NA,NA,NA,NA,NA
0,18.09217668,1.945910149,0,0,1,1.9,0.3,59,0.00378,1,0,0,1,0,0
1,16.56917127,1.945910149,0,0,1,3.7,0.45,73,0.00084,0,1,1,1,1,0
1,15.99026228,1.609437912,0,0,1,2.4,0.88,30,0.000224,1,1,1,1,1,0
0,22.66917599,1.386294361,0,0,1,2,0.11,51,NA,NA,0,0,1,0,1
1,NA,2.708050201,0,0,1,3.7,NA,26,0.00125,NA,0,1,1,1,3
1,NA,2.772588722,0,0,1,4.3,0.6,14,2.00E-04,1,1,1,1,1,0
1,NA,1.386294361,0,0,1,2.1,0.5,31,0.00056,1,1,1,1,1,0
0,18.02020318,2.995732274,0,0,1,3.2,0.67,30,7.00E-04,NA,1,1,1,1,0
1,2.708050201,2.944438979,0,0,1,4.6,0.75,30,0.00154,1,1,0,1,1,0
0,17.72753356,2.564949357,0,1,0,2.8,0.5,28,0.00126,1,1,1,1,1,0
0,17.59970019,2.397895273,0,1,0,1.9,0.44,35,NA,NA,0,0,1,1,0
1,NA,1.791759469,0,0,1,2.8,NA,30,7.00E-05,NA,0,0,1,0,0
1,18.42068074,2.772588722,0,0,1,3.9,0.16,53,0.000125,1,0,1,1,1,0
1,16.11809565,1.098612289,0,0,1,2,0.9,45,5.00E-04,1,1,1,1,0,0
0,#NAME?,1.945910149,0,0,1,2.1,NA,12,5.00E-05,1,1,0,1,0,0
0,#NAME?,#NAME?,0,0,1,3,NA,28,NA,1,1,1,1,1,0
0,16.860033,2.079441542,0,0,1,2.9,0.42,30,0.008,1,1,1,1,1,0
0,#NAME?,1.098612289,1,0,0,2.3,NA,31,NA,NA,0,0,1,0,0
1,21.63955657,2.302585093,0,1,0,2.9,NA,91,2.80E-05,1,1,1,1,1,0
1,17.15483254,1.945910149,0,0,1,3.5,NA,98,0.001,NA,1,1,1,1,3
0,15.06827353,2.397895273,1,0,0,3.2,0.35,61,0.0022,1,0,1,1,1,0
0,16.52356076,1.791759469,0,0,1,2.1,0.75,71,0.00077,1,0,1,1,0,0
1,NA,2.772588722,0,0,1,3.3,0.76,86,0.0056,1,1,1,1,1,0
1,20.03808683,3.295836866,0,0,1,4.1,0.42,6,0.000145,1,1,1,1,1,3
1,18.33983635,2.772588722,1,0,0,3.4,NA,31,0.00037,NA,0,1,1,1,2
1,18.13964321,3.258096538,0,0,1,4,1,6,0.00084,1,NA,NA,NA,NA,NA
1,NA,2.48490665,0,0,1,3.6,NA,27,0.0073,1,0,1,1,1,0
0,#NAME?,2.302585093,0,0,1,1.3,NA,99,NA,NA,0,0,1,0,0
0,19.80697511,0.693147181,0,0,1,1.6,0.8,28,7.00E-05,1,1,1,1,0,0
0,15.8949521,2.63905733,1,0,0,2.3,0.8,30,0.001,1,0,0,1,1,0
1,18.83093437,2.397895273,0,0,1,3,0.63,36,0.0028,NA,0,1,1,1,0
1,20.25326221,#NAME?,0,0,1,2,0.75,31,0.00021,1,1,1,1,1,0
1,NA,2.63905733,1,0,0,3.7,0.7,30,3.00E-05,1,1,1,1,1,2
0,18.42068074,#NAME?,1,0,0,1.2,0.5,31,7.00E-05,NA,1,1,0,0,0
0,#NAME?,1.945910149,0,0,1,2,NA,29,0.0014,1,0,0,0,1,0
1,20.35654056,3.610917913,0,0,1,3.6,0.33,92,3.00E-05,NA,0,1,1,1,0
1,18.6438243,#NAME?,0,0,1,3.1,0.25,92,NA,0,0,0,1,0,0
0,16.89512432,2.564949357,0,0,1,3.1,0.87,55,0.0014,1,0,1,1,1,0
0,#NAME?,2.079441542,0,0,1,3,0.5,54,3.00E-04,1,0,1,1,1,0
1,NA,2.63905733,0,0,1,2.2,NA,31,0.00021,NA,0,0,1,0,0
1,20.03011866,2.772588722,1,0,0,2.3,0.65,30,0.000443,NA,0,1,1,1,0
0,17.20833969,2.397895273,0,0,1,3.3,NA,106,0.00227,NA,1,1,1,1,0
1,20.67197254,2.944438979,0,0,1,3.6,0.6,71,1.00E-04,NA,1,1,1,1,0
1,18.19753719,1.791759469,0,0,1,3.3,0.8,29,0.00014,1,0,1,1,0,0
1,NA,2.397895273,1,0,0,2.4,NA,36,NA,1,0,0,1,1,0
1,23.71899811,3.135494216,0,1,0,3.7,0.6,28,NA,NA,0,0,1,1,0
1,NA,2.564949357,0,0,1,2.7,NA,30,3.00E-04,1,1,1,1,1,0
0,16.11809565,1.386294361,0,0,1,3,NA,31,0.0014,NA,0,1,1,1,0
0,#NAME?,2.197224577,1,0,0,2.6,NA,62,0.0014,1,0,0,1,1,0
0,18.19753719,#NAME?,0,1,0,1,NA,56,NA,1,0,1,0,1,0
1,5.480638923,2.079441542,0,0,1,2.9,0.02,11,2.00E-05,1,0,1,1,0,1
1,15.06827353,3.465735903,0,0,1,2.4,0.85,41,1.00E-04,1,1,1,1,1,0
0,#NAME?,2.48490665,0,0,1,3.6,0.2,91,3.00E-05,NA,1,1,1,1,0
1,19.80697511,2.890371758,0,0,1,4.1,0.4,30,7.00E-05,1,0,1,1,1,0
1,NA,2.48490665,1,0,0,3.6,NA,77,0.00014,1,0,0,1,1,3
1,17.3990295,2.302585093,0,0,1,2.2,NA,66,0.00014,NA,1,1,1,1,0
0,14.45736444,1.386294361,0,0,1,4.1,NA,20,0.0098,1,1,1,1,1,0
1,18.42068074,2.48490665,0,0,1,3,NA,31,1.00E-04,1,0,1,1,1,0
0,19.11382792,2.079441542,0,0,1,2.6,0.66,30,0.001,1,0,0,1,1,0
1,19.25532749,2.302585093,0,0,1,4,0.64,30,0.00018,1,0,1,1,1,0
0,18.82614585,2.397895273,0,0,1,2.6,0.5,45,0.00017,1,0,0,1,0,0
0,19.41393252,2.197224577,0,0,1,1.8,0.9,30,0.00017,1,1,1,1,0,0
0,13.81551056,1.386294361,1,0,0,2.4,NA,28,0.00126,NA,0,0,1,0,0
0,#NAME?,2.079441542,0,0,1,1.9,NA,31,NA,NA,0,1,1,0,0
1,18.42068074,1.791759469,0,0,1,3.1,0.1,7,2.00E-05,0,0,1,1,1,3
1,NA,3.401197382,0,1,0,3.1,NA,2,NA,NA,0,0,1,1,3
1,20.43558376,#NAME?,0,0,1,2.9,0.5,76,1.00E-04,1,1,1,1,1,3
0,13.12236338,1.386294361,0,0,1,1.9,NA,14,0.0014,1,1,1,1,0,0
1,NA,2.197224577,0,0,1,3.4,0.6,14,0.00049,1,0,1,1,0,0
1,16.82470185,3.044522438,0,0,1,4.2,0.7,31,4.00E-04,1,1,1,1,1,0
1,16.11809565,2.63905733,0,0,1,2.8,NA,14,0.014,NA,0,0,1,1,0
0,24.63528884,2.397895273,0,0,1,3.9,0.5,29,2.00E-06,1,1,1,1,1,2
0,2.397895273,1.609437912,0,0,1,2.3,NA,44,0.00079,1,NA,NA,NA,NA,NA
0,#NAME?,1.386294361,1,0,0,2.3,0.6,22,0.00025,1,0,1,1,0,2
1,22.66917599,1.098612289,0,1,0,1.8,0.7,50,6.70E-06,1,0,0,0,0,0
0,17.37085862,2.197224577,0,0,1,2.4,NA,4,1.00E-04,NA,0,1,1,1,0
0,0,2.833213344,0,0,1,2.8,1,61,2.80E-05,1,0,1,1,0,0
1,NA,1.609437912,0,0,1,4,NA,12,0.00322,1,0,0,1,1,3
1,17.00011857,2.564949357,0,0,1,4.2,0.62,13,0.00227,1,0,0,1,1,0
1,20.43558376,2.833213344,0,0,1,4.5,0.5,31,3.00E-05,1,1,1,1,1,0
0,27.03318412,1.609437912,0,0,1,2.5,0.55,44,1.00E-07,1,0,1,1,0,0
0,18.75715298,2.079441542,0,0,1,3.2,0.4,120,0.006,1,1,1,1,1,0
1,18.93947454,1.945910149,0,0,1,3.5,0.7,15,0.00035,1,1,1,1,1,1
1,18.43063107,1.386294361,0,0,1,3.6,NA,32,0.0014,NA,0,0,1,1,0
0,19.70161459,3.526360525,0,0,1,2.6,0.6,21,1.00E-04,1,0,0,1,0,0
1,17.11134742,1.609437912,0,0,1,2.4,0.9,28,0.0014,NA,1,1,1,1,0
0,#NAME?,2.708050201,0,0,1,1.8,NA,87,0.0028,1,0,0,1,1,0
0,16.11809565,1.945910149,0,0,1,1.6,0.5,31,1.00E-04,1,0,1,0,0,0
0,19.16261809,2.48490665,1,0,0,4.5,NA,33,0.000143,1,0,0,1,1,0
1,19.35284482,2.890371758,0,0,1,3.4,0.75,68,0.2956,1,1,1,1,1,0
0,14.92678698,1.945910149,0,0,1,2.5,0.23,26,0.000168,1,0,0,1,1,0
0,19.51929303,1.386294361,1,0,0,1.8,0.3,92,5.00E-04,NA,1,1,1,1,0
1,NA,2.197224577,0,0,1,3.3,NA,24,0.00125,1,0,1,1,1,1
0,19.51260404,1.791759469,0,0,1,1.6,NA,30,NA,NA,1,1,0,0,0
1,NA,2.564949357,0,0,1,3.5,0.45,45,0.0028,1,0,1,1,1,0
1,20.03011866,2.63905733,0,1,0,3.1,0.75,93,0.00077,1,0,1,1,1,0
1,19.36166409,2.890371758,0,1,0,3.6,0.8,60,5.00E-04,NA,1,1,1,1,3
0,16.30041721,0.693147181,0,0,1,1.7,0.6,28,0.001,1,1,1,1,0,0
1,20.43558376,0.693147181,0,0,1,2.3,NA,30,1.00E-04,1,0,1,1,0,0
1,1.386294361,2.772588722,0,0,1,3.3,0.97,43,2.00E-05,1,0,1,1,0,0
1,18.42068074,#NAME?,0,0,1,1.3,NA,29,NA,NA,0,0,0,0,0
1,16.06680236,2.772588722,0,0,1,3.5,0.57,25,0.014,1,1,1,1,1,0
1,19.63440584,3.044522438,0,0,1,4,0.51,28,1.00E-04,NA,1,1,1,1,0
0,18.31532023,2.890371758,0,0,1,2.1,0.6,31,0.0017,1,1,1,1,0,0
0,19.33697148,2.772588722,0,0,1,3.6,0.5,16,1.00E-04,1,1,1,1,1,3
1,19.67344371,2.48490665,0,0,1,4.2,0.35,76,3.50E-05,1,1,1,1,1,0
1,16.6487239,3.401197382,0,0,1,3.5,0.68,106,0.0033,NA,NA,NA,NA,NA,NA
0,#NAME?,1.945910149,0,0,1,1.9,NA,29,8.40E-05,1,0,1,1,0,0
1,18.42068074,2.48490665,0,0,1,3.5,NA,29,8.00E-05,1,1,1,1,1,3
0,#NAME?,#NAME?,0,0,1,1.5,0.7,33,0.00161,NA,0,0,1,0,0
0,14.91412285,1.386294361,1,0,0,1.4,NA,17,NA,NA,0,1,1,1,0
1,NA,2.772588722,1,0,0,4.6,0.5,58,1.00E-04,1,1,1,1,1,0
1,18.71335036,2.833213344,0,0,1,3.3,0.67,17,0.000168,1,NA,NA,NA,NA,NA
1,5.298317367,1.609437912,1,0,0,3,0.4,31,1.00E-04,1,1,1,1,0,3
0,#NAME?,1.386294361,1,0,0,1.3,0.6,76,NA,NA,0,0,1,0,0
0,20.72326584,2.564949357,0,0,1,1.8,0.24,27,NA,1,1,1,1,0,0
1,19.99241679,3.17805383,0,0,1,2.8,0.6,40,0.00013,1,0,1,1,1,0
0,18.19753719,1.609437912,0,0,1,2.5,NA,30,5.00E-04,1,0,0,1,0,0
1,20.21244021,1.386294361,1,0,0,3.1,0.5,31,0.00021,1,0,1,1,1,0
1,2.995732274,1.791759469,0,1,0,3.1,0.8,28,0.00096,0,1,1,1,1,3
0,20.72326584,1.098612289,1,0,0,2.6,NA,60,2.80E-05,1,0,0,1,1,0
1,NA,1.386294361,0,0,1,2.5,NA,32,0.009,1,0,0,1,1,0
1,NA,2.197224577,0,0,1,3.9,NA,31,8.00E-05,NA,0,1,1,1,0
0,16.02378497,1.609437912,0,0,1,2.8,0.91,5,0.00056,NA,1,1,1,0,0
0,18.51529138,2.079441542,0,0,1,2.7,NA,20,1.00E-04,NA,0,1,1,0,0
1,25.32843602,3.218875825,1,0,0,4.2,0.47,62,1.00E-05,1,0,1,1,1,0
0,18.24632736,2.48490665,0,0,1,3.1,NA,52,0.0014,NA,0,1,1,1,2
0,15.8949521,2.890371758,0,0,1,2.3,0.8,74,0.002,1,0,1,1,0,0
0,18.25816181,1.945910149,1,0,0,1.6,0.85,32,5.00E-04,NA,1,0,0,0,0
1,15.3091189,3.295836866,0,0,1,4.1,0.08,46,0.004,1,1,1,1,1,0
0,16.38045992,#NAME?,1,0,0,2,0.65,31,NA,1,0,0,1,0,0
1,15.76142071,1.791759469,0,0,1,2.7,0.7,30,0.0057,1,1,1,1,0,0
1,NA,2.564949357,0,0,1,3.2,0.87,30,NA,NA,1,0,1,1,0
1,17.72753356,2.772588722,0,0,1,4.3,0.5,30,0.0022,1,0,1,1,1,2
1,16.11809565,2.772588722,0,0,1,3,0.8,28,0.01,NA,1,1,1,1,3
0,18.09217668,1.791759469,0,0,1,2.7,0.72,14,0.00142,NA,0,1,1,1,0
1,NA,3.091042453,0,0,1,3.6,0.7,75,0.0014,1,1,1,1,1,3
1,17.95864528,2.079441542,1,0,0,2.3,NA,30,3.00E-04,NA,1,0,1,0,0
0,#NAME?,1.609437912,0,0,1,1.9,NA,30,0.003,NA,0,1,1,0,0
1,20.03011866,2.708050201,1,0,0,2.5,NA,6,NA,NA,0,0,1,1,3
0,14.22097567,2.197224577,0,0,1,1.7,NA,45,0.014,1,0,0,1,1,0
0,#NAME?,1.386294361,1,0,0,1.2,NA,91,0.01,1,0,0,1,0,0
0,17.90985512,2.197224577,1,0,0,2.4,0.51,29,0.00083,NA,1,1,1,1,0
1,20.03011866,2.833213344,0,0,1,3.1,0.77,127,0.00014,1,0,0,1,1,3
0,15.83041358,1.386294361,0,0,1,2.1,0.75,13,0.0014,1,0,0,0,0,0
0,15.20180492,0.693147181,0,0,1,2.2,0.4,60,0.0014,1,0,0,1,1,0
0,18.6030023,2.564949357,0,0,1,2.7,0.8,7,0.000154,NA,1,1,1,1,0
1,22.51502531,3.526360525,0,0,1,3.6,0.6,28,0.00154,1,1,1,1,1,2
1,NA,2.079441542,0,0,1,3.8,NA,1,0.0011,1,0,0,1,1,2
0,17.45769141,1.791759469,0,0,1,2.3,0.76,31,0.01,1,0,1,1,1,0
0,21.41641302,#NAME?,0,0,1,1.6,0.45,40,3.80E-05,1,1,1,1,0,0
1,20.29248292,3.044522438,0,0,1,4.2,0.65,11,2.50E-05,1,0,0,1,1,2
0,20.03011866,#NAME?,1,0,0,1.7,0.5,17,4.30E-05,1,1,1,1,0,0
0,17.34245914,1.386294361,1,0,0,2,0.81,151,0.00014,0,0,0,1,1,0
1,20.03011866,2.772588722,0,0,1,3.7,0.4,36,0.000144,NA,0,0,1,1,0
1,17.82284374,1.609437912,1,0,0,1.6,0.65,42,1.00E-04,1,0,1,1,0,0
1,20.03011866,2.302585093,1,0,0,3.2,0.46,133,7.00E-04,1,1,1,1,0,0
0,#NAME?,2.302585093,0,0,1,3.3,NA,32,8.00E-05,1,0,0,1,1,0
1,19.80754994,3.610917913,0,0,1,3.8,NA,0,4.00E-04,NA,0,1,1,1,3
1,16.11809565,2.302585093,0,0,1,3.5,NA,0,0.04179,NA,0,0,1,1,3
0,17.90985512,2.48490665,0,0,1,2.1,0.5,30,0.00125,NA,1,1,1,1,0
0,19.85576527,0,1,0,0,3.3,0.42,20,1.00E-05,1,1,1,1,1,0
0,15.76142071,0,1,0,0,2.1,0.28,77,7.00E-04,1,1,0,1,1,0
0,18.13299867,2.63905733,0,0,1,2.5,0.75,20,1.00E-04,1,1,1,1,1,0
0,19.11382792,2.708050201,0,1,0,2.1,0.4,28,0.00014,NA,0,0,1,0,0
1,4.605170186,1.791759469,0,0,1,2.4,0.5,95,0.00014,1,1,1,1,1,0
1,16.11809565,1.098612289,0,0,1,3,NA,189,0.004,NA,1,1,1,0,3
0,14.50865774,0,0,0,1,2.1,0.4,44,NA,1,1,1,1,1,0
1,NA,3.36729583,1,0,0,3.3,0.5,69,4.00E-04,1,1,1,1,1,1
1,20.03011866,2.48490665,0,1,0,3.2,0.5,77,7.00E-05,1,0,1,1,1,0
0,#NAME?,2.397895273,0,0,1,2.5,0.25,8,0.0011,1,1,1,1,0,0
0,20.90558739,#NAME?,0,0,1,3,0.5,31,1.00E-04,1,1,1,1,0,3
0,21.41641302,1.791759469,0,0,1,1.9,0.34,70,0.00013,1,1,1,1,0,0
0,17.24949776,0.693147181,0,0,1,2.2,NA,84,3.00E-05,1,1,1,1,0,0
1,NA,1.945910149,0,0,1,1.8,NA,29,9.00E-04,NA,0,1,0,1,2
0,18.82614585,2.48490665,0,1,0,2.9,0.15,14,2.80E-05,1,1,1,1,1,0
0,#NAME?,2.197224577,0,0,1,2.7,NA,9,0.035,1,0,0,1,1,0
0,17.12969656,2.197224577,0,0,1,2.4,0.55,56,0.001,1,1,1,1,0,0
1,17.50439001,1.945910149,1,0,0,3.1,0.1,-2,NA,1,1,0,1,0,0
1,NA,2.63905733,0,0,1,4.1,0.55,47,0.00014,1,0,1,1,1,3
