success,tokenNum,teamSize,USA,UK,othercountry,overallrating,offered_ownership,duration,priceETH,isERC,softcap,hardcap,whitepaper,video,socialMedia
1,18.46947091,1.609437912,0,0,1,3.3,0.35,17,0.00014,1,0,1,1,0,0
1,18.42068074,1.791759469,0,0,1,2.6,0.7,31,8.40E-05,1,1,1,1,1,0
1,13.52782849,1.791759469,0,0,1,2.3,NA,1,0.45,NA,0,0,1,0,2
0,#NAME?,1.386294361,0,1,0,1.3,NA,10,NA,NA,1,1,0,0,0
1,NA,2.48490665,1,0,0,4.1,0.6,37,0.002,NA,1,1,1,1,0
1,18.40047804,2.564949357,0,0,1,2.9,0.9,59,0.0035,NA,0,1,1,0,0
1,NA,2.708050201,1,0,0,3.8,NA,382,0.0014,NA,0,1,1,1,0
1,19.19770941,2.63905733,0,0,1,3.9,0.72,29,2.00E-04,1,1,1,1,1,0
1,NA,2.63905733,0,0,1,3,0.5,30,0.00154,1,0,0,1,1,2
0,16.81124283,1.609437912,0,0,1,2.3,0.25,54,0.00056,1,1,1,1,1,0
0,16.30041721,2.197224577,0,0,1,3.1,0.5,30,0.00125,1,0,1,1,1,0
0,16.33327042,2.397895273,0,0,1,2.5,NA,120,0.1023,NA,0,1,1,0,3
1,18.82614585,3.295836866,0,0,1,4,0.69,46,0.000214,1,1,1,1,1,0
0,18.42068074,1.609437912,1,0,0,1.8,0.33,182,2.00E-04,1,1,1,1,0,0
1,NA,2.833213344,0,0,1,3.5,0.92,30,0.001,1,0,1,1,1,0
0,20.90558739,1.791759469,1,0,0,2.4,0.6,40,2.50E-05,1,0,0,1,1,1
1,37.6567263,2.079441542,0,0,1,2.8,0.5,60,1.40E-05,1,1,0,1,1,0
0,#NAME?,2.302585093,0,0,1,2.1,NA,30,0.0014,1,1,1,1,1,0
1,19.2091381,2.48490665,0,0,1,3.6,0.11,31,1.00E-04,1,1,1,1,1,3
1,NA,3.135494216,0,0,1,3.9,NA,31,0.168,1,0,0,1,1,2
1,21.13537549,3.295836866,0,0,1,3.8,0.58,30,5.60E-05,1,1,1,1,1,2
1,20.72326584,2.63905733,0,0,1,3.1,0.1,42,0.000126,NA,1,1,1,1,3
0,4.304065093,1.609437912,0,1,0,2.4,0.74,30,1.00E-04,1,1,1,1,0,0
0,3.688879454,2.197224577,0,0,1,2.5,0.8,88,8.00E-05,1,0,1,1,0,0
1,20.40855509,3.258096538,0,1,0,4.4,0.7,30,0.000182,1,1,1,1,1,0
1,5.703782475,3.828641396,0,0,1,2.5,NA,64,0.0014,1,NA,NA,NA,NA,NA
1,NA,2.48490665,0,0,1,3.5,0.48,17,0.000167,1,1,1,1,1,0
0,17.11134742,2.48490665,0,0,1,3.4,0.9,61,1.00E-04,1,1,1,1,1,0
0,17.37085862,1.386294361,0,0,1,1.6,0.5,49,0.0014,NA,0,1,1,0,0
1,16.73679942,0.693147181,1,0,0,1.8,NA,63,0.00035,NA,1,1,1,1,3
1,NA,2.772588722,0,0,1,3.8,0.77,31,7.00E-04,1,1,1,1,1,0
0,18.42068074,0,1,0,0,1.5,NA,90,2.00E-04,NA,0,1,1,0,0
1,NA,3.433987204,0,0,1,2.6,0.32,60,0.00019,NA,1,1,1,0,0
0,19.51929303,#NAME?,1,0,0,1.8,NA,31,0.00014,NA,1,1,1,0,0
0,5.298317367,#NAME?,0,0,1,1.5,0.25,59,9.00E-04,1,1,1,1,0,0
0,14.22097567,2.079441542,0,0,1,2.1,NA,28,9.00E-04,1,0,0,1,0,0
0,18.13299867,2.079441542,1,0,0,3,0.75,30,1.00E-06,1,0,0,1,0,0
0,20.50012229,3.044522438,0,1,0,2.1,0.8,3,3.50E-05,NA,0,1,1,0,0
0,5.480638923,2.302585093,0,0,1,2.3,0.8,17,0.602,0,1,1,1,0,0
0,22.59506801,2.564949357,0,1,0,3.7,0.65,6,0.00032,1,1,1,1,1,0
1,NA,2.995732274,0,0,1,3.7,NA,30,0.001,1,0,1,1,1,2
0,16.01273514,1.386294361,0,0,1,1.8,NA,31,0.0014,NA,0,1,0,1,0
0,18.49764179,2.63905733,0,0,1,4.1,0.48,30,0.00025,1,0,1,1,1,1
0,16.52356076,1.386294361,0,0,1,2.4,0.67,32,3.00E-04,1,0,0,1,0,0
0,17.28124646,2.397895273,0,0,1,2.4,0.5,28,0.00028,1,0,0,1,1,0
1,20.29248292,2.890371758,0,0,1,3.1,0.65,19,3.00E-05,NA,1,1,1,1,0
0,18.89068437,1.098612289,0,0,1,1.6,0.8,21,0.00033,NA,1,1,0,0,0
1,NA,2.197224577,1,0,0,4,NA,43,NA,NA,0,0,1,1,3
1,NA,0,0,0,1,1.5,NA,25,NA,NA,0,0,0,0,0
1,20.21244021,2.397895273,0,0,1,4,0.6,14,0.00033,1,0,1,1,1,1
1,18.42068074,2.890371758,1,0,0,3.6,0.35,31,0.0014,1,0,1,1,1,3
0,16.58559615,#NAME?,0,0,1,1.7,0.76,30,0.0014,1,1,1,1,1,0
1,19.80697511,#NAME?,0,0,1,2,NA,31,0.00025,NA,1,1,1,1,0
1,17.90985512,2.48490665,0,1,0,3.7,0.6,49,0.00021,1,1,1,1,1,0
0,18.51243461,2.48490665,1,0,0,1.8,0.73,70,0.00061,1,1,1,1,0,0
0,17.62217305,1.945910149,0,0,1,1.9,0.45,22,0.00035,NA,1,1,1,1,0
0,#NAME?,3.091042453,1,0,0,2.5,0.4,132,0.0077,NA,0,0,1,1,2
1,20.03011866,1.386294361,0,0,1,2.5,NA,70,NA,NA,0,1,1,0,3
1,5.010635294,#NAME?,0,0,1,2,0.75,30,4.80E-05,0,0,0,1,0,0
0,#NAME?,2.302585093,0,0,1,2.5,NA,35,0.00066,1,1,1,1,0,0
0,18.0640058,2.302585093,0,1,0,2,0.7,90,7.00E-04,1,1,1,1,0,0
0,20.21244021,1.945910149,0,0,1,2.6,0.67,42,5.00E-05,1,1,1,1,0,0
1,19.33697148,2.890371758,1,0,0,3.3,0.33,30,0.0025,1,0,1,1,1,0
0,17.37085862,2.890371758,0,0,1,4.2,0.35,95,9.00E-04,1,1,1,1,1,0
1,19.11382792,2.302585093,1,0,0,3.1,NA,98,NA,1,0,1,1,1,3
1,17.81003478,2.63905733,0,0,1,3.6,0.7,31,0.0026,1,1,0,1,1,3
1,18.82614585,2.772588722,0,0,1,3.5,0.5,10,0.00021,1,0,1,1,0,0
1,18.82614585,3.433987204,0,0,1,3.9,0.75,35,0.00049,1,0,1,1,1,0
0,#NAME?,#NAME?,1,0,0,1,NA,44,1.00E-06,1,0,0,1,0,0
1,16.21919179,3.044522438,0,0,1,3.7,NA,152,0.0047,1,NA,NA,NA,NA,NA
0,#NAME?,2.197224577,0,0,1,3.2,0.48,88,0.0011,1,1,1,1,1,0
1,17.50439001,2.079441542,0,0,1,2.7,NA,45,NA,NA,0,1,1,1,0
1,16.81124283,2.772588722,0,0,1,4.1,NA,30,NA,NA,0,0,1,1,3
0,0.693147181,#NAME?,0,0,1,1.7,0.83,10,7.00E-04,1,0,0,1,0,0
1,NA,1.945910149,0,0,1,2.5,0.4,7,1.40E-06,0,0,0,1,1,0
0,#NAME?,2.302585093,0,0,1,2.3,0.96,22,5.00E-04,1,1,1,1,0,0
1,NA,1.098612289,1,0,0,3.2,NA,30,NA,NA,0,0,1,0,0
1,17.62217305,3.044522438,0,0,1,4,0.6,98,0.0014,1,1,1,1,1,0
1,19.9920071,2.708050201,0,0,1,3.2,0.7,62,2.80E-05,1,1,1,1,1,3
0,19.90228528,2.772588722,0,0,1,2.7,NA,92,0.0105,1,0,1,1,0,0
0,#NAME?,1.098612289,1,0,0,2.3,NA,28,0.0014,NA,0,1,1,1,0
1,19.97777218,3.63758616,0,0,1,4.3,0.47,58,0.00014,0,1,1,1,1,1
0,19.92475814,1.609437912,0,0,1,2.1,0.45,21,1.00E-04,1,0,0,1,1,0
0,18.82614585,1.791759469,0,0,1,3.1,0.5,56,2.00E-04,1,1,1,1,0,0
1,20.21244021,2.197224577,1,0,0,3.3,0.6,NA,NA,1,0,0,1,1,3
0,18.25816181,2.772588722,1,0,0,3.1,0.5,45,0.000182,1,NA,NA,NA,NA,NA
0,14.5574479,1.945910149,0,0,1,2.4,0.1,65,0.0014,NA,0,0,1,1,0
0,24.360852,#NAME?,1,0,0,1.3,0.38,11,1.40E-05,1,0,1,1,0,0
0,13.12236338,1.791759469,1,0,0,2.5,0.74,21,0.65,1,1,1,1,1,0
0,20.03011866,3.663561646,0,0,1,3.4,0.5,27,0.00028,1,0,1,1,1,0
0,17.87595357,2.079441542,0,0,1,2.5,NA,41,0.001078,1,0,0,1,1,0
0,#NAME?,1.386294361,0,1,0,1.5,NA,59,0.00014,1,0,0,1,0,0
1,NA,2.564949357,0,0,1,2.1,NA,30,0.00168,1,0,1,1,0,0
0,20.21244021,1.098612289,0,0,1,2.9,NA,31,0.00025,NA,0,0,1,1,0
0,14.22097567,1.609437912,0,0,1,2.1,0.9,29,0.028,NA,0,1,1,1,0
0,16.92902587,2.48490665,0,0,1,2.8,0.9,44,0.0014,1,0,1,1,0,0
0,19.11382792,1.791759469,0,0,1,3,0.5,12,5.00E-06,1,0,0,1,0,1
1,NA,2.48490665,0,0,1,3.5,0.73,53,9.00E-05,1,1,1,1,1,0
0,17.98989783,1.791759469,0,0,1,2.7,0.65,29,2.00E-04,1,1,1,1,1,0
0,#NAME?,1.386294361,0,0,1,2.1,NA,45,0.0025,1,1,1,1,0,0
0,16.30041721,1.791759469,0,0,1,2,0.85,40,0.00175,0,1,1,1,0,0
1,25.04075395,2.833213344,0,0,1,3.7,0.7,113,2.00E-06,1,0,1,1,1,2
1,19.80697511,2.48490665,0,0,1,3.2,NA,31,0.00326,1,0,0,1,1,0
1,NA,3.465735903,0,0,1,3.9,0.69,56,5.60E-05,1,0,1,1,1,0
0,17.72753356,#NAME?,0,0,1,2.3,0.5,60,0.001,1,1,1,1,0,0
0,5.010635294,1.386294361,0,0,1,1.9,0.1,30,2.00E-04,1,0,0,1,0,0
0,20.03011866,2.890371758,0,0,1,3.9,0.6,25,2.00E-04,1,1,1,1,1,0
0,24.12446322,1.609437912,1,0,0,2.7,0.75,13,2.70E-06,1,1,1,1,1,0
1,18.42068074,2.995732274,0,0,1,3.3,0.87,30,NA,NA,0,0,1,0,1
1,17.98989783,3.258096538,0,0,1,3.3,0.65,46,0.00112,0,1,1,1,1,0
1,NA,2.48490665,0,0,1,3.5,0.4,42,5.00E-04,1,0,1,1,1,0
1,23.02585093,2.302585093,1,0,0,3.1,0.8,60,NA,1,0,1,1,1,0
0,17.72753356,2.708050201,0,0,1,2.4,NA,30,4.00E-04,NA,1,1,1,1,0
0,#NAME?,1.386294361,0,0,1,1.3,NA,30,0.00225,1,0,0,1,0,0
0,#NAME?,2.890371758,0,1,0,2.3,NA,31,0.00083,1,0,1,1,0,0
1,6.70930434,2.708050201,0,0,1,3,NA,0,0.001,NA,0,0,1,1,3
1,20.01398927,2.708050201,0,0,1,4.2,0.41,14,0.00014,1,1,1,1,1,3
1,18.13299867,3.091042453,0,0,1,4.6,0.85,90,0.0014,1,0,1,1,1,0
1,19.4005095,1.609437912,1,0,0,4.1,0.3,57,2.00E-04,NA,1,1,1,1,0
0,#NAME?,1.098612289,0,0,1,1.8,NA,39,0.01,1,0,0,0,1,0
1,17.43985149,2.302585093,0,0,1,2.4,0.75,31,0.00019,1,1,1,1,1,0
0,#NAME?,2.708050201,0,0,1,2.1,0.8,90,0.0014,1,1,1,1,1,0
1,19.11382792,2.564949357,0,0,1,3.7,0.25,22,0.000125,1,0,1,1,1,3
0,#NAME?,2.564949357,1,0,0,2.4,NA,60,5.00E-05,1,0,0,1,1,0
1,19.62964109,2.397895273,1,0,0,2.5,NA,15,1.00E-04,NA,0,1,1,0,0
1,NA,2.708050201,1,0,0,3.1,NA,31,NA,1,0,0,1,0,3
0,16.54074558,2.197224577,0,0,1,2.5,NA,140,0.000112,1,1,1,1,0,0
1,17.21670794,2.708050201,0,0,1,4,0.6,21,0.00333,1,NA,NA,NA,NA,NA
1,13.59236701,2.833213344,0,0,1,2.8,0.8,90,0.0252,1,1,1,1,1,0
1,17.88453731,1.098612289,0,1,0,3,0.9,30,2.00E-04,1,0,1,1,0,0
0,17.98989783,2.302585093,0,0,1,2.5,0.6,63,0.0047,1,0,1,1,0,0
1,NA,2.995732274,0,0,1,3.5,NA,31,0.6,1,0,1,1,1,0
0,22.80270738,1.791759469,0,0,1,2.6,0.5,57,7.00E-04,1,0,0,1,1,0
1,15.31958795,#NAME?,0,1,0,2.1,0.91,3,NA,0,0,0,1,1,0
0,#NAME?,#NAME?,0,0,1,1.3,0.92,31,0.001,1,0,1,1,0,0
0,#NAME?,3.091042453,0,0,1,3.4,0.8,90,1.00E-04,1,0,1,1,1,0
0,17.98989783,1.609437912,0,0,1,1.9,0.65,26,0.00013,NA,0,1,1,0,0
0,19.19078897,1.098612289,0,0,1,2.6,0.4,0,0.00025,1,0,1,1,0,0
1,19.11382792,2.63905733,0,0,1,2.6,NA,30,0.001,1,0,1,1,1,0
1,NA,3.555348061,0,0,1,2.6,0.93,32,0.00035,1,0,0,1,1,3
1,NA,3.091042453,0,0,1,3.6,NA,34,NA,1,0,1,1,1,3
1,17.19650523,1.945910149,0,1,0,3.4,0.3,14,0.000456,NA,0,1,1,1,0
1,17.74733619,2.890371758,0,0,1,3.7,NA,5,NA,NA,0,0,1,1,3
1,17.77632373,2.772588722,1,0,0,4.3,0.49,28,8.90E-05,1,1,1,1,1,3
1,4.605170186,2.833213344,0,0,1,2.9,0.6,30,0.00014,NA,1,1,1,1,0
0,18.951309,2.890371758,0,0,1,4.1,0.4,22,1.00E-04,1,0,1,1,1,3
1,NA,2.397895273,0,0,1,2.6,0.7,30,1.40E-05,1,0,0,1,0,0
1,NA,2.564949357,0,0,1,2.9,0.85,42,0.01,1,1,1,1,0,0
0,18.42068074,1.609437912,0,0,1,2.9,0.4,31,0.001,1,1,1,1,1,0
1,11.95836741,1.945910149,0,0,1,2.4,NA,31,0.0189,NA,0,1,1,0,0
0,#NAME?,1.386294361,0,0,1,2.4,NA,5,1.40E-05,NA,0,1,1,1,0
1,16.81124283,2.772588722,0,0,1,3.1,0.6,66,0.0028,1,0,0,1,1,0
1,20.36057282,2.302585093,0,0,1,3.1,0.71,28,0.00022,NA,1,1,1,1,0
0,19.80697511,1.609437912,0,0,1,2.3,0.8,76,0.000286,1,1,1,1,0,0
0,#NAME?,1.098612289,0,0,1,1.6,NA,31,0.0014,1,0,0,1,0,0
1,17.90985512,3.258096538,0,0,1,3.5,0.6,7,7.00E-04,1,1,1,1,1,0
1,NA,1.945910149,1,0,0,3.3,NA,0,NA,1,0,0,1,1,3
1,NA,1.098612289,0,0,1,2.3,NA,42,NA,NA,0,0,1,1,0
1,20.21244021,3.465735903,1,0,0,4.1,0.6,73,NA,1,1,1,1,1,0
0,19.80697511,1.098612289,0,0,1,1.6,0.8,61,3.00E-05,1,0,1,1,0,0
1,19.51929303,2.302585093,0,0,1,3.2,0.3,10,NA,1,0,1,1,1,0
1,19.69118259,2.772588722,0,1,0,3.6,0.36,49,0.00014,1,1,1,1,1,0
0,#NAME?,#NAME?,0,0,1,1.5,NA,41,0.00021,0,0,0,1,0,0
1,NA,1.791759469,0,0,1,2.6,0.5,58,0.000434,1,1,0,1,1,3
0,#NAME?,2.302585093,0,0,1,3.5,0.92,52,0.001995,1,1,0,1,1,0
1,20.03011866,2.48490665,0,0,1,3.6,NA,30,0.000154,0,0,1,1,1,2
1,17.21670794,2.302585093,0,0,1,2.9,0.75,31,0.00014,1,0,1,1,1,0
1,17.58135105,2.833213344,1,0,0,3.3,0.43,56,0.005,NA,1,1,1,1,2
0,#NAME?,2.302585093,0,0,1,2.8,0.4,58,0.00168,1,1,1,1,1,0
0,22.1095602,2.63905733,0,0,1,2.4,0.4,56,1.25E-05,1,0,1,1,0,0
1,19.98140906,1.791759469,0,0,1,4,0.5,39,0.00014,1,0,1,1,1,2
0,24.41214529,1.791759469,0,0,1,2.4,NA,60,6.00E-07,1,1,1,1,0,0
1,18.0051653,2.564949357,0,0,1,2.9,0.6,18,0.00063,1,1,1,1,1,3
0,#NAME?,2.564949357,0,0,1,2.6,0.3,61,0.00064,1,1,1,1,0,2
1,20.03011866,2.48490665,0,0,1,3.6,0.33,15,0.000165,NA,0,1,1,1,3
1,17.72753356,2.397895273,1,0,0,2.9,0.5,25,7.00E-04,1,0,1,1,1,0
0,17.72753356,3.218875825,0,1,0,2.5,0.5,30,0.0025,1,0,1,1,0,0
1,19.80697511,1.791759469,0,0,1,3.3,0.4,30,0.00027,1,0,0,1,1,2
0,18.42068074,#NAME?,0,0,1,1.5,NA,31,0.00014,NA,0,1,1,0,0
0,20.72326584,2.302585093,0,0,1,3.6,NA,105,5.00E-04,1,1,0,1,1,0
1,17.21670794,2.708050201,1,0,0,3.3,NA,59,0.00154,NA,0,1,1,1,0
1,17.21670794,2.197224577,0,0,1,3.9,0.8,29,0.003,NA,1,1,1,1,1
0,17.72753356,2.079441542,0,0,1,2.1,0.5,61,0.004,NA,0,0,1,0,0
0,17.37085862,1.945910149,0,1,0,2.3,NA,60,7.00E-04,1,1,1,1,0,0
0,19.11382792,1.945910149,0,0,1,3.2,0.7,30,0.002,1,0,0,1,1,2
1,NA,2.302585093,0,0,1,3.3,NA,23,NA,NA,0,0,1,1,0
1,15.84365881,2.944438979,0,0,1,3.3,0.76,29,7.00E-04,1,1,1,1,1,0
1,18.17221938,1.609437912,1,0,0,3.1,0.78,137,0.00056,1,0,1,1,1,0
0,14.84512998,2.197224577,0,0,1,4.2,0.85,59,0.0014,1,0,1,1,1,0
1,21.41641302,1.791759469,0,0,1,3,0.5,28,7.00E-05,1,0,0,1,0,0
0,19.71540791,2.63905733,0,0,1,1.7,0.73,45,0.00014,1,1,1,1,0,0
1,NA,1.386294361,0,0,1,2.8,NA,30,0.0014,1,1,1,1,1,0
0,19.83166772,2.079441542,1,0,0,2.9,0.41,13,9.80E-05,NA,0,0,1,1,3
1,19.13744679,2.708050201,0,0,1,3.7,NA,6,0.00014,NA,0,1,1,1,0
1,18.08170538,2.197224577,0,0,1,3.6,0.71,45,0.0001575,1,0,1,1,1,2
0,18.82614585,2.302585093,0,0,1,2.8,0.3,31,0.001,1,1,1,1,1,0
1,17.21670794,2.079441542,0,1,0,3.1,NA,31,0.002,NA,1,1,1,0,3
0,17.72753356,#NAME?,0,0,1,2.6,0.5,31,0.002,1,0,0,1,0,0
1,16.50335805,3.135494216,0,0,1,3.3,0.13,31,0.007,NA,0,1,1,1,3
1,18.42068074,2.079441542,0,0,1,1.8,NA,30,9.00E-04,NA,0,0,0,0,3
1,17.72753356,2.079441542,0,0,1,3.6,0.8,27,0.005,NA,1,1,1,1,2
0,19.11382792,2.63905733,1,0,0,2.8,NA,58,4.00E-04,1,1,1,1,0,0
1,NA,1.945910149,0,0,1,3.6,0.4,28,0.001,1,1,1,1,1,0
1,NA,3.33220451,1,0,0,3.8,0.7,54,0.0014,1,0,1,1,1,0
0,13.48700649,1.945910149,0,0,1,2.5,NA,60,0.00154,NA,1,1,1,1,0
1,18.19753719,2.197224577,0,0,1,3.1,0.75,41,0.0014,1,0,1,1,0,0
1,NA,2.397895273,0,0,1,1.8,NA,30,0.0014,NA,0,0,1,0,0
0,15.38412648,#NAME?,1,0,0,1.7,0.8,23,0.04,1,1,1,1,1,0
0,20.12542884,1.386294361,0,0,1,3.2,0.55,14,5.00E-04,1,NA,NA,NA,NA,NA
1,NA,1.386294361,0,0,1,2.3,0.7,31,0.001,1,0,1,1,0,0
0,16.11809565,1.945910149,1,0,0,2.5,0.24,28,NA,NA,0,0,1,0,0
0,15.8949521,2.772588722,1,0,0,4,0.8,26,0.001,1,0,1,1,1,3
0,14.65275808,2.890371758,0,0,1,2.7,0.77,186,0.0224,1,1,1,1,1,0
0,16.11809565,2.833213344,0,0,1,2.3,NA,64,0.00854,NA,1,1,1,1,0
1,20.03011866,2.890371758,1,0,0,4.5,0.5,18,0.00042,1,1,1,1,1,2
0,18.76427045,2.197224577,0,0,1,2.4,NA,27,0.0016,1,1,0,1,1,0
1,NA,1.098612289,1,0,0,2,NA,31,NA,NA,0,0,0,0,3
0,18.13299867,3.044522438,0,0,1,2.6,0.75,32,0.0014,1,1,1,1,1,0
1,NA,2.944438979,0,1,0,3.7,NA,21,0.001,NA,0,0,1,1,2
0,16.3412392,1.791759469,0,1,0,1.4,NA,32,5.00E-04,1,1,0,1,0,0
0,#NAME?,#NAME?,0,0,1,1.6,NA,46,3.00E-04,0,0,0,1,0,0
0,#NAME?,1.386294361,0,0,1,1.2,NA,58,0.07,1,0,1,1,0,0
1,18.45555367,2.48490665,0,0,1,4,NA,55,0.00198,1,0,1,1,1,0
1,20.36659089,2.48490665,0,0,1,3.4,NA,14,0.000154,NA,1,1,1,1,3
0,#NAME?,1.945910149,0,0,1,1.4,0.67,45,0.00277778,1,0,0,1,0,0
1,20.12542884,2.564949357,1,0,0,3.5,0.5,9,NA,NA,1,1,1,1,0
1,NA,2.708050201,0,0,1,4.4,0.6,35,0.00035,1,0,1,1,1,3
1,17.03438638,1.386294361,0,0,1,1.3,NA,44,0.00035,NA,0,0,0,0,0
1,16.13002422,2.995732274,0,1,0,4.1,0.45,120,7.00E-06,1,1,1,1,1,2
0,16.41820024,#NAME?,1,0,0,1.8,0.15,14,0.000167,1,0,1,1,0,0
1,14.44263598,2.995732274,0,0,1,3.1,NA,30,0.007,NA,1,1,1,1,0
1,20.03011866,3.135494216,1,0,0,4.6,0.15,27,0.000224,1,1,1,1,1,0
1,NA,2.995732274,0,0,1,3.4,0.31,13,0.00021,1,0,0,1,1,1
1,19.51929303,2.890371758,0,0,1,4.5,0.3,30,0.0003333,1,0,1,0,1,0
1,18.70836278,2.708050201,0,0,1,3.5,NA,27,5.00E-04,NA,0,1,1,1,2
1,17.97751377,2.833213344,0,0,1,3.7,0.97,31,0.00083,1,0,1,1,1,2
0,20.03011866,1.386294361,0,0,1,2.3,0.4,29,0.000286,1,0,0,1,0,0
1,18.42068074,3.610917913,0,0,1,3.3,0.3,16,5.00E-04,1,1,1,1,1,0
1,19.67344371,2.397895273,0,0,1,2.5,0.7,44,NA,1,0,0,1,0,0
0,16.58809928,#NAME?,0,0,1,1.6,0.76,29,0.00028,1,0,0,1,0,0
0,#NAME?,2.564949357,0,0,1,2.3,0.25,20,2.80E-05,1,1,1,1,0,0
1,19.82677773,2.48490665,0,0,1,4.6,0.41,43,0.0872,1,1,1,1,1,1
0,#NAME?,2.48490665,0,0,1,3.6,NA,0,0.002,NA,1,1,1,1,3
1,2.708050201,1.386294361,0,1,0,2.4,0.75,32,2.00E-04,1,1,1,1,1,0
0,16.52356076,2.48490665,0,0,1,3.5,0.31,59,0.0014,1,0,1,1,1,2
1,18.1462439,1.386294361,0,0,1,3.9,NA,41,0.001,1,0,0,1,1,3
1,17.21670794,2.63905733,0,0,1,3.4,0.5,60,0.00125,1,1,1,1,1,0
1,19.11382792,2.890371758,1,0,0,2.4,0.68,31,0.0014,NA,1,1,1,1,0
1,NA,1.098612289,0,1,0,2.5,NA,60,4.00E-05,NA,0,1,1,1,0
1,NA,2.48490665,0,0,1,3.5,NA,31,1.00E-04,1,0,1,1,1,2
0,20.53089394,2.63905733,0,1,0,2.5,0.55,77,0.002,1,1,1,1,1,0
1,17.66139376,2.772588722,0,0,1,2.8,NA,0,0.0008547,NA,0,1,1,0,3
0,#NAME?,2.397895273,0,1,0,1.6,NA,67,0.77,NA,0,1,0,1,0
1,NA,1.945910149,1,0,0,2.5,NA,51,0.0014,NA,0,0,1,1,0
1,18.13299867,2.302585093,0,0,1,3.6,0.5,49,0.00058,1,1,1,1,1,3
0,20.36659089,2.397895273,0,0,1,2.6,0.7,30,0.00056,1,0,1,1,1,0
0,2.48490665,3.828641396,0,0,1,2.5,0.6,30,0.00168,NA,0,0,1,1,0
1,20.03011866,2.890371758,0,0,1,4.1,0.5,2,0.001,1,1,0,1,1,0
0,17.3990295,2.079441542,0,0,1,3.6,0.6,120,0.000237,NA,1,1,1,1,1
1,17.90985512,2.708050201,0,0,1,3.5,0.75,28,0.001,1,0,1,1,1,0
0,18.82614585,#NAME?,1,0,0,1.5,0.5,28,NA,1,0,0,1,0,0
1,16.81124283,3.135494216,0,0,1,2.7,NA,48,0.0014,NA,0,0,1,1,0
0,0,1.386294361,0,0,1,2.3,0.83,97,7.70E-05,1,0,0,1,1,0
1,NA,2.302585093,0,0,1,2.4,0.72,43,0.005,NA,0,0,1,1,0
1,17.82284374,2.079441542,0,0,1,2.8,NA,28,NA,NA,0,1,1,0,3
1,20.03011866,2.944438979,0,0,1,4.4,0.5,9,5.60E-05,1,1,1,1,1,2
